Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-06-12,45.273387494097285,45.5619793128146,45.21661409043262,45.483917236328125,67644400
2018-06-13,45.51702780682554,45.625842579643674,45.0486590226794,45.11016082763672,86553600
2018-06-14,45.31123621974741,45.31596823906581,44.996623710326915,45.13382339477539,86440400
2018-06-15,44.95167685694679,44.98242956714809,44.532981595134544,44.67018127441406,246876800
2018-06-18,44.44310043134259,44.76007717327769,44.28224424577315,44.64653396606445,73939600
2018-06-19,43.79494156957858,44.07643712732328,43.39517081005696,43.925045013427734,134314000
2018-06-20,44.08117613471088,44.282241843925135,43.93451240681388,44.11665725708008,82514800
2018-06-21,44.294067290302934,44.55427420282024,43.74763638348965,43.870643615722656,102847600
2018-06-22,44.02675677556608,44.03385299840251,43.69085565990926,43.742897033691406,108801600
2018-06-25,43.38334798985477,43.74290565884498,42.75175876656936,43.09239196777344,126652400
2018-06-26,43.2863617065948,44.123748586875465,43.17991113234928,43.626991271972656,98276800
2018-06-27,43.81623651618253,44.30116563482723,43.53237671315032,43.56312942504883,101141200
2018-06-28,43.54892734019965,44.048048797133816,43.47796150277597,43.880096435546875,69460800
2018-06-29,44.06696951789609,44.27986702952113,43.2674316731345,43.787841796875,90950800
2018-07-02,43.48269056312566,44.30588483661236,43.388068249840174,44.277496337890625,70925200
2018-07-03,44.42181599293166,44.45966493851199,43.41647638635157,43.50636672973633,55819200
2018-07-05,43.823336022551814,44.09537121166383,43.59151758715277,43.85645294189453,66416800
2018-07-06,43.861185412288734,44.57320099020935,43.80914402286213,44.46438980102539,69940800
2018-07-09,44.82630459322533,45.105432356298394,44.778995231116525,45.08177947998047,79026400
2018-07-10,45.11252874195781,45.247360594137255,44.98715370821526,45.02737045288086,63756400
2018-07-11,44.58975244588929,44.89253668302397,44.37922272460857,44.443092346191406,75326000
2018-07-12,44.83340296019085,45.27811892611248,44.7813615765416,45.188228607177734,72164400
2018-07-13,45.20005200422256,45.37982901334297,45.157471054223706,45.25918960571289,50055600
2018-07-16,45.30414700523458,45.57144658177552,45.043940044558916,45.15985107421875,60172400
2018-07-17,44.88543601661674,45.386921682956974,44.755332581630604,45.28757095336914,62138000
2018-07-18,45.36562904615294,45.3703610641401,44.92800942388048,45.039188385009766,65573600
2018-07-19,44.87124392585113,45.547778183658465,44.87124392585113,45.38928985595703,81147200
2018-07-20,45.36563210490812,45.519388409872334,44.98478584438676,45.28520584106445,82704800
2018-07-23,45.1054304361593,45.40821828160653,44.840495132049895,45.32542419433594,63957600
2018-07-24,45.52413237332777,45.81035999966293,45.42951363921069,45.65423583984375,74791600
2018-07-25,45.66843145156004,46.09185879831872,45.519403506005766,46.08476257324219,66839600
2018-07-26,46.035090400140646,46.354435001246294,45.79853991323986,45.94047164916992,76304000
2018-07-27,46.12496485205233,46.17227421124157,44.968233513932546,45.176395416259766,96096000
2018-07-30,45.39402326924583,45.46498911575692,44.72458877003278,44.92329025268555,84118000
2018-07-31,45.015543778519834,45.45079566697148,44.78845379658217,45.01317596435547,157492000
2018-08-01,47.10427848590774,47.72640353299923,46.673755060285146,47.66490173339844,271742800
2018-08-02,47.447274298419195,49.29236793161689,47.392868723225305,49.05818176269531,249616000
2018-08-03,48.973036640459895,49.377539475543834,48.60638274153638,49.20012664794922,133789600
2018-08-06,49.20249383795133,49.498181901881324,48.98250365093466,49.455604553222656,101701600
2018-08-07,49.514728934264944,49.55730627154574,48.90915690920469,48.99195098876953,102349600
2018-08-08,48.74121801875727,49.15754548635724,48.3792961407391,49.02507781982422,90102000
2018-08-09,49.56440848760244,49.62354609173593,49.01324558394157,49.41065216064453,93970400
2018-08-10,49.22312696657649,49.63616955463809,49.05933415368771,49.26348114013672,98444800
2018-08-13,49.686006004523996,50.075309050111564,49.303824068991645,49.58155822753906,103563600
2018-08-14,49.88779300001047,49.98274357272346,49.43676872429337,49.79046630859375,82992000
2018-08-15,49.664643998797075,50.02546261378595,49.453375943218546,49.90677261352539,115230400
2018-08-16,50.265224342352795,50.75422665369832,50.198758219769836,50.63791275024414,114001600
2018-08-17,50.666401344850996,51.73698412751917,50.59993521682601,51.64915466308594,141708000
2018-08-20,51.772591557395934,52.02895882987938,51.0628238874286,51.14590835571289,121150800
2018-08-21,51.463998659267375,51.55657673944937,50.80645486702831,51.046207427978516,104639200
2018-08-22,50.82306984796145,51.35954745376496,50.76134871716838,51.048580169677734,76072400
2018-08-23,50.95362459260786,51.52333886697955,50.941758488207356,51.15302658081055,75532800
2018-08-24,51.4165090886237,51.48772019041971,51.06281158713445,51.31206130981445,73905600
2018-08-27,51.54707543219164,51.92451245736226,51.35242567838758,51.7346076965332,82100400
2018-08-28,51.988592930759275,52.351784044025756,51.96722959989216,52.15238571166992,91107200
2018-08-29,52.25922134753744,53.05207354001262,52.08356241260509,52.931007385253906,109019200
2018-08-30,52.99509685191441,54.18436961391813,52.793322357936674,53.417633056640625,195175200
2018-08-31,53.76894485254467,54.32916182198235,53.64788235120619,54.034812927246094,173360400
2018-09-04,54.219972905723175,54.40275291881206,53.79743674689333,54.20810317993164,109560400
2018-09-05,54.357656409659185,54.51907309748186,53.434248203257766,53.854408264160156,133332000
2018-09-06,53.70248497076641,53.968353076317825,52.53220312230638,52.95948791503906,137160000
2018-09-07,52.662767245164126,53.498342440262576,52.392154124294194,52.53220748901367,150479200
2018-09-10,52.449121154390156,52.66276537198232,51.38565954800738,51.827186584472656,158066000
2018-09-11,51.75122888857729,53.244351589927355,51.40702850397581,53.13753128051758,142996000
2018-09-12,53.39626733232017,53.41050955532714,52.18562766687996,52.47760772705078,197114800
2018-09-13,53.059191956699685,54.205738079671086,52.83368162441811,53.74522018432617,166825600
2018-09-14,53.5885476860684,53.847291078009455,52.8218111187549,53.13515090942383,127997200
2018-09-17,52.733965988011306,52.9238707140108,51.575554041463995,51.72035598754883,148780400
2018-09-18,51.69898893730426,52.66275478606583,51.53994477094162,51.80581283569336,126286800
2018-09-19,51.86753811518,52.133402597695046,51.10792272075707,51.83667755126953,108495200
2018-09-20,52.280579549870374,52.764833221395904,52.02183256217897,52.23072814941406,106435200
2018-09-21,52.40877658574035,52.54645747418646,51.58031875810404,51.66815185546875,384986800
2018-09-24,51.46873372312335,52.522697888406725,51.42363094324539,52.411128997802734,110773600
2018-09-25,52.16426893342446,52.89302746670378,52.152399205827706,52.74347686767578,98217600
2018-09-26,52.46099171745834,53.11378686326382,52.16663914774575,52.32331085205078,95938800
2018-09-27,53.130406490303386,53.75234108517246,53.0639367414889,53.398643493652344,120724800
2018-09-28,53.36064487052438,53.609894577500874,53.17786489125524,53.586158752441406,91717600
2018-10-01,54.11077996095819,54.45972891318769,53.730974066254866,53.94698715209961,94403200
2018-10-02,53.94460963208403,54.59740468813785,53.79743517852857,54.426490783691406,99152800
2018-10-03,54.609267044104,55.42110616960169,54.54517343305305,55.088775634765625,114619200
2018-10-04,54.78256613220713,55.155254539010166,53.82117623190323,54.120277404785156,128168000
2018-10-05,54.11314252871799,54.2199627966621,52.36127709476257,53.2419548034668,134322000
2018-10-08,52.748214218450705,53.36302758206297,52.271078074735584,53.118526458740234,118655600
2018-10-09,53.087671752738586,53.94936245299579,52.75771364356512,53.854408264160156,107564000
2018-10-10,53.51970651890085,53.73097461398449,51.28595942699632,51.35954666137695,167962400
2018-10-11,50.922769159935676,52.104920790554,50.40053377621076,50.906150817871094,212497600
2018-10-12,52.323310622604204,52.90726714421123,51.47348960186273,52.724483489990234,161351600
2018-10-15,52.498964791499894,52.65800896630272,51.57555668146875,51.596920013427734,123164000
2018-10-16,51.96960291912326,52.93336878503825,51.454488741312446,52.73396682739258,116736000
2018-10-17,52.76958022920797,52.850288568315726,52.06693376217197,52.50608825683594,91541600
2018-10-18,51.71562137861791,52.161897062254646,50.561954111746296,51.27884292602539,130325200
2018-10-19,51.7630818259917,52.522697095776685,51.613531268049336,52.05980682373047,132314800
2018-10-22,52.17376361041972,53.02121219275246,51.971992725673154,52.37791061401367,115168400
2018-10-23,51.233730011133105,52.995089320060046,50.96548943018461,52.87165069580078,155071200
2018-10-24,52.84078963140297,53.22771656969038,50.92750378220276,51.05806350708008,163702000
2018-10-25,51.68000502193236,52.55118924843808,51.4521186121958,52.17612838745117,119423200
2018-10-26,51.25034839397748,52.26871077821082,50.483611890840734,51.34530258178711,189033600
2018-10-29,52.031324919854015,52.15001492473634,48.92164534308454,50.381534576416016,183742000
2018-10-30,50.122786638404236,51.07942776938506,49.67651469177308,50.633155822753906,146640000
2018-10-31,51.48298005871331,52.33042484927199,51.421258935154796,51.9529914855957,153435600
2018-11-01,51.99808572649647,52.78381288654396,51.46635326341202,52.750579833984375,233292800
2018-11-02,49.742984372083036,50.71624028973885,48.764976217655075,49.25160598754883,365314800
2018-11-05,48.49674853741408,48.51811187418732,47.04160756387447,47.85344696044922,264654800
2018-11-06,47.931771433685064,48.59643618956618,47.8771750452981,48.37092590332031,127531600
2018-11-07,48.89316115705554,49.864044532766044,48.45638280611268,49.83793258666992,133697600
2018-11-08,50.018975263846386,50.052324278753815,49.24956351184435,49.66404724121094,101450400
2018-11-09,48.96371298146972,49.07328675547109,48.177624925691106,48.70644760131836,137463200
2018-11-12,47.40343772654492,47.605916175766964,46.1623712500842,46.252891540527344,204542000
2018-11-13,45.647860121721884,46.969913349271664,45.604980735359135,45.7907829284668,187531600
2018-11-14,46.188595286853605,46.32675655907376,44.29007454210664,44.497318267822266,243204000
2018-11-15,44.87605376570121,45.7288397690571,44.521122151289326,45.59544372558594,185915200
2018-11-16,45.37867404843674,46.44346527358321,45.13093905450507,46.10044479370117,147713200
2018-11-19,45.25957387208643,45.42631894360854,44.06615168008175,44.27339172363281,167701200
2018-11-20,42.48921333468925,43.227660519063384,41.80793745086848,42.158103942871094,271300800
2018-11-21,42.81318369021779,42.94181822856761,42.0556829179585,42.110469818115234,124496800
2018-11-23,41.67215527959916,42.06758187961476,40.99564466604918,41.04090118408203,94496000
2018-11-26,41.505419131258876,41.674545003582075,40.5573473972905,41.5959358215332,179994000
2018-11-27,40.85510181769542,41.63166315620087,40.705033069179756,41.50541305541992,165549600
2018-11-28,42.09854765484089,43.18477681325932,41.66977203052576,43.10140609741211,184250000
2018-11-29,43.51112979156116,43.5444788088151,42.32961500141962,42.770301818847656,167080000
2018-11-30,42.94656827592321,42.95609864238887,42.17001060838386,42.53923416137695,158126000
2018-12-03,43.939910139035845,44.05424911966867,43.16573306674839,44.025665283203125,163210000
2018-12-04,43.103781789621024,43.446802248630206,41.98896893261058,42.08901596069336,165377200
2018-12-06,40.914637868109565,41.634027627771935,40.59543976224792,41.61973571777344,172393600
2018-12-07,41.32676084453568,41.56496915357953,40.09045913903482,40.135719299316406,169126400
2018-12-10,39.30437524617842,40.51685479809434,38.90656776319262,40.4001350402832,248104000
2018-12-11,40.890830485162546,40.921795087092974,39.7807791293288,40.16905975341797,189126800
2018-12-12,40.59068897062927,40.95276656961657,40.26196401982053,40.28102111816406,142510800
2018-12-13,40.612140221473986,41.1076139929679,40.38822380567888,40.72171401977539,127594400
2018-12-14,40.257187458765166,40.27624455172264,39.3710526274712,39.41869354248047,162814800
2018-12-17,39.41157320492124,40.10237964327829,38.76364616228278,39.0518798828125,177151600
2018-12-18,39.39487798932018,39.90702422664677,39.159050534607076,39.559242248535156,135366000
2018-12-19,39.542581116790856,39.887982453808725,37.896560753379525,38.32533645629883,196189200
2018-12-20,38.20860943393784,38.61594722162958,36.9937492985405,37.35820770263672,259092000
2018-12-21,37.36534224374613,37.675013662577165,35.64309779819503,35.90512466430664,382978400
2018-12-24,35.29056071290011,36.10047117163717,34.91895631990907,34.97612762451172,148676800
2018-12-26,35.32629111257704,37.45348945651592,34.9499215677783,37.4391975402832,234330000
2018-12-27,37.12237641483691,37.34391199894363,35.7479172958147,37.19622039794922,212468400
2018-12-28,37.51780415930204,37.76077762302166,36.81509045914528,37.21527862548828,169165600
2018-12-31,37.763153161468566,37.960866442940635,37.27482552744907,37.57497024536133,140014000
2019-01-02,36.896076715977145,37.839383011324664,36.73885839429097,37.61784744262695,148158800
2019-01-03,34.297233278235176,34.71171706817353,33.82558181711259,33.87084197998047,365248800
2019-01-04,34.428248800159444,35.385847281021086,34.25435774125792,35.31676483154297,234428400
2019-01-07,35.42156912174751,35.452537360060994,34.7545852369162,35.2381477355957,219111200
2019-01-08,35.62642842655381,36.16478144522651,35.37869342403088,35.90989685058594,164101200
2019-01-09,36.038532565619036,36.81032877594301,35.64310954502001,36.51971435546875,180396400
2019-01-10,36.32676873470214,36.67693525525436,35.93610723599519,36.63644027709961,143122800
2019-01-11,36.41728668965994,36.612615608918475,36.09093884143746,36.27674102783203,108092800
2019-01-14,35.93371779556231,36.03376482948273,35.54543716517122,35.731239318847656,129756800
2019-01-15,35.79555957068169,36.53876824774425,35.74315345783549,36.46254348754883,114843600
2019-01-16,36.46491821066211,37.13190201684626,36.44586111508322,36.90798568725586,122278800
2019-01-17,36.73171723000517,37.5559195046028,36.50780085804286,37.12714385986328,119284800
2019-01-18,37.51779956829363,37.60831986688622,37.15572200869275,37.35581970214844,135004000
2019-01-22,37.25815806827708,37.33438282804455,36.35534664867075,36.517330169677734,121576000
2019-01-23,36.71979923782338,36.95562670712409,36.13618976889829,36.66501235961914,92522400
2019-01-24,36.71027561625234,36.798411510579946,36.145723195146964,36.3744010925293,101766000
2019-01-25,37.03663152428315,37.66788580339846,36.760312613511495,37.57974624633789,134142000
2019-01-28,37.11047553218914,37.23911007071621,36.603094241781356,37.231964111328125,104768400
2019-01-29,37.22005437226278,37.667887229596545,36.7102886529711,36.846065521240234,166348800
2019-01-30,38.887509281083425,39.57831197366916,38.168119117688406,39.36392593383789,244439200
2019-01-31,39.56877167193524,40.257193353717504,39.19954816570171,39.64738082885742,162958400
2019-02-01,39.771255093393634,40.25243319065065,39.52589722677174,39.66644287109375,130672400
2019-02-04,39.878448210142714,40.89083337940167,39.847479971250806,40.79316711425781,125982000
2019-02-05,41.17668632312443,41.70550903271067,41.05520140029468,41.491119384765625,144406400
2019-02-06,41.60307569024123,41.82223051192853,41.17430368331649,41.50541305541992,112958400
2019-02-07,41.06711193744201,41.43395477698931,40.576403391475225,40.719329833984375,126966800
2019-02-08,40.42746770020232,40.826981250352276,40.29110488619162,40.767173767089844,95280000
2019-02-11,40.920277415076946,40.95855507730513,40.48966284090692,40.53272247314453,83973600
2019-02-12,40.6930175371876,40.9083230404144,40.59732336325164,40.88200759887695,89134000
2019-02-13,41.00161657355029,41.26237631491163,40.64994829285385,40.7121467590332,89960800
2019-02-14,40.5997176700714,40.97052118369501,40.52077134609879,40.860477447509766,87342800
2019-02-15,40.968126868792055,41.0757796107842,40.609281961912124,40.76956558227539,98507200
2019-02-19,40.59971388249842,41.013580648024224,40.547083004759976,40.891571044921875,75891200
2019-02-20,40.953768062081025,41.463328928356844,40.90592281110477,41.154720306396484,104457600
2019-02-21,41.09970756971313,41.23606674776949,40.74086263223082,40.92267608642578,68998800
2019-02-22,41.047063506233734,41.38676949992422,40.9992182600049,41.37959289550781,75652800
2019-02-25,41.664293702616156,42.07337491940095,41.61405380124903,41.68103790283203,87493600
2019-02-26,41.55663846050543,41.93701322542088,41.42745223634123,41.704959869384766,68280800
2019-02-27,41.437014272296885,41.865234204574406,41.3221812873632,41.83413314819336,111341600
2019-02-28,41.702559216958875,41.843703986261865,41.367635156328895,41.42265701293945,112861600
2019-03-01,41.69298970241963,41.90111856239276,41.36046026332793,41.85805892944336,103544800
2019-03-04,42.03030677744222,42.52311984674224,41.6188310078529,42.06858444213867,109744800
2019-03-05,42.09011624894793,42.10446946129772,41.755192142563,41.99203109741211,78949600
2019-03-06,41.7862873837876,41.98245765954082,41.61165057391955,41.750404357910156,83241600
2019-03-07,41.59490230920846,41.7312651068863,41.15232917629115,41.26715850830078,99185600
2019-03-08,40.745637452672355,41.40351966366564,40.54946718667682,41.36524200439453,95997600
2019-03-11,41.98245426093479,42.85085627009745,41.94896222270755,42.79822540283203,128044000
2019-03-12,43.06138695650634,43.70013042498477,42.91067093404369,43.27908706665039,129870400
2019-03-13,43.59964915325102,43.8508412776213,43.281472949096475,43.47046661376953,124130000
2019-03-14,43.99438493022536,44.04223383897426,43.673817683619376,43.95371627807617,94318000
2019-03-15,44.22165515768644,44.81494437724077,43.95610978254428,44.525474548339844,156171600
2019-03-18,44.44891649745156,45.06852106720787,44.446521862203355,44.98000717163086,104879200
2019-03-19,45.058958264264525,45.21206527171253,44.47762764277541,44.623558044433594,126585600
2019-03-20,44.551780818984106,45.331672586572196,44.192935988604326,45.01349639892578,124140800
2019-03-21,45.458470044388214,46.96801024304123,45.40823015544598,46.671363830566406,204136800
2019-03-22,46.731166773875984,47.29335848679614,45.640279037651645,45.704872131347656,169630800
2019-03-25,45.81492412687306,45.92736248979767,44.64030790519113,45.152259826660156,175381200
2019-03-26,45.85080500180008,46.1426657813242,44.157056816652506,44.685752868652344,199202000
2019-03-27,45.154645826401016,45.396266723051546,44.628340750814054,45.08766174316406,119393600
2019-03-28,45.202490423679315,45.3484208136936,44.862784392083164,45.14746856689453,83121600
2019-03-29,45.41301263511349,45.47282011048234,45.10440401800944,45.44171905517578,94256000
2019-04-01,45.84602238790681,45.8555899786877,45.06613415152161,45.75033187866211,111448000
2019-04-02,45.71443693797967,46.52064411661454,45.70486934892792,46.415382385253906,91062800
2019-04-03,46.231174445172954,47.008671557446235,46.20724999695969,46.733558654785156,93087200
2019-04-04,46.599590345608895,46.977574023468094,46.204862473032904,46.81489944458008,76457200
2019-04-05,46.996711099641466,47.15221271815539,46.872310534902006,47.12828826904297,74106400
2019-04-08,46.98953190601349,47.90099715145855,46.97039307784972,47.86989974975586,103526800
2019-04-09,47.922542062910146,48.5277935030408,47.661778660948016,47.72637176513672,143072800
2019-04-10,47.53020181294771,48.0230185461718,47.41058684524809,47.99430847167969,86781200
2019-04-11,48.04933429748006,48.08521732787959,47.47278927333321,47.59479522705078,83603200
2019-04-12,47.65459556687704,47.87947225795818,46.93930049885014,47.57564926147461,111042800
2019-04-15,47.50627950340221,47.810102533826864,47.36991669237575,47.66177749633789,70146400
