episode,reward,profit
203257763033694663,37923.76690355302,37923.76690355302
951400243041984070,37923.76690355302,37923.76690355302
581806227499887906,37923.76690355302,37923.76690355302
19601198447614628,37923.76690355302,37923.76690355302
3604120025397676,37923.76690355302,37923.76690355302
153492987435188502,37923.76690355302,37923.76690355302
183713437234154720,37923.76690355302,37923.76690355302
929579583831207382,37923.76690355302,37923.76690355302
443250729973552521,37923.76690355302,37923.76690355302
366275207126170717,37923.76690355302,37923.76690355302
313829034573718915,37923.76690355302,37923.76690355302
11886161322372130,37923.76690355302,37923.76690355302
543702206239017881,37923.76690355302,37923.76690355302
432342949530793720,37923.76690355302,37923.76690355302
229094889924115769,37923.76690355302,37923.76690355302
505090333508687411,37923.76690355302,37923.76690355302
879399834612445822,37923.76690355302,37923.76690355302
977041505850172053,37923.76690355302,37923.76690355302
38439057881510344,37923.76690355302,37923.76690355302
751422002276820600,37923.76690355302,37923.76690355302
755401514037277899,37923.76690355302,37923.76690355302
797164686264031588,37923.76690355302,37923.76690355302
492137731488276815,37923.76690355302,37923.76690355302
191292312186708182,37923.76690355302,37923.76690355302
73165002417135125,37923.76690355302,37923.76690355302
643907776282930524,37923.76690355302,37923.76690355302
183872397317565657,37923.76690355302,37923.76690355302
762352342522355253,37923.76690355302,37923.76690355302
184014542176076117,37923.76690355302,37923.76690355302
863103012892378348,37923.76690355302,37923.76690355302
405107408302064818,37923.76690355302,37923.76690355302
91642672981790344,37923.76690355302,37923.76690355302
786481087034016710,37923.76690355302,37923.76690355302
364252916786883256,37923.76690355302,37923.76690355302
578073252794468412,37923.76690355302,37923.76690355302
789499925451576735,37923.76690355302,37923.76690355302
82186658792804647,14281.725223595167,14331.925223595234
676236100435930363,37923.76690355302,37923.76690355302
468955221186077747,37923.76690355302,37923.76690355302
142150116475052216,37923.76690355302,37923.76690355302
920424754964406005,37923.76690355302,37923.76690355302
416976188495286994,37923.76690355302,37923.76690355302
941324660962514677,37923.76690355302,37923.76690355302
639065025604167583,37923.76690355302,37923.76690355302
483257132157941971,37923.76690355302,37923.76690355302
560712997555981818,37923.76690355302,37923.76690355302
724551510751558254,37923.76690355302,37923.76690355302
940487554062299941,37923.76690355302,37923.76690355302
439529102614464095,37923.76690355302,37923.76690355302
296334985515458523,37923.76690355302,37923.76690355302
989268467988379514,37923.76690355302,37923.76690355302
529669881788911051,37923.76690355302,37923.76690355302
47714712968152550,37923.76690355302,37923.76690355302
835677392292358913,37923.76690355302,37923.76690355302
651332300758311836,37923.76690355302,37923.76690355302
259113977806554524,37923.76690355302,37923.76690355302
137015410864568473,37923.76690355302,37923.76690355302
221293476981388884,37923.76690355302,37923.76690355302
43010031889485065,37923.76690355302,37923.76690355302
756016166184992903,37923.76690355302,37923.76690355302
958801767831643425,37923.76690355302,37923.76690355302
164058084188409994,37923.76690355302,37923.76690355302
617735635327443959,37923.76690355302,37923.76690355302
945016405165125809,37923.76690355302,37923.76690355302
683260399891567190,37923.76690355302,37923.76690355302
436980876010441658,37923.76690355302,37923.76690355302
656592786796491748,37923.76690355302,37923.76690355302
565208935626895096,37923.76690355302,37923.76690355302
793031717451571612,37923.76690355302,37923.76690355302
953837742399191177,37923.76690355302,37923.76690355302
786463196239463361,37923.76690355302,37923.76690355302
255384163906478926,37923.76690355302,37923.76690355302
597309368778662623,37923.76690355302,37923.76690355302
614243306268050005,37923.76690355302,37923.76690355302
3099794700872878,37923.76690355302,37923.76690355302
432332961127725031,37923.76690355302,37923.76690355302
603218831871946095,37923.76690355302,37923.76690355302
976480431351601058,37923.76690355302,37923.76690355302
998993254727296859,37923.76690355302,37923.76690355302
400276263534267722,37923.76690355302,37923.76690355302
903209458209791698,37923.76690355302,37923.76690355302
515843496763459064,37923.76690355302,37923.76690355302
989193527450247015,37923.76690355302,37923.76690355302
550695335302099272,37923.76690355302,37923.76690355302
825707751907556541,37923.76690355302,37923.76690355302
793821296396613637,37923.76690355302,37923.76690355302
847209090649324161,37923.76690355302,37923.76690355302
645154993755711658,37923.76690355302,37923.76690355302
745004047122687589,37923.76690355302,37923.76690355302
57477539691841216,37923.76690355302,37923.76690355302
451154072232027587,37923.76690355302,37923.76690355302
863147955017161984,37923.76690355302,37923.76690355302
203809452963132953,37923.76690355302,37923.76690355302
746394366270601486,37923.76690355302,37923.76690355302
326447248443226563,37923.76690355302,37923.76690355302
83144841126167167,37923.76690355302,37923.76690355302
816333286119302273,37923.76690355302,37923.76690355302
596830973119070691,33594.99079042823,33594.99079042823
78133385971173758,33594.99079042823,33594.99079042823
834084702372170177,33594.99079042823,33594.99079042823
939281821433902131,33594.99079042823,33594.99079042823
216485289187478580,33594.99079042823,33594.99079042823
428021447831149389,33594.99079042823,33594.99079042823
332994931440193976,33594.99079042823,33594.99079042823
592984662382375635,33594.99079042823,33594.99079042823
848261429381891060,33594.99079042823,33594.99079042823
472470241172323502,33594.99079042823,33594.99079042823
612866960107201684,36924.13750777439,36924.13750777439
115484225490442577,36924.13750777439,36924.13750777439
464161778367025084,36924.13750777439,36924.13750777439
81510203040129087,36924.13750777439,36924.13750777439
593970136016517184,36924.13750777439,36924.13750777439
83679184477018009,36924.13750777439,36924.13750777439
631224417556757760,36924.13750777439,36924.13750777439
200457744080354610,36924.13750777439,36924.13750777439
867133703963705307,36924.13750777439,36924.13750777439
265872390324994343,38354.443306453715,38354.443306453715
52025952154680790,38354.443306453715,38354.443306453715
918269334810307303,38354.443306453715,38354.443306453715
942506591143160161,38354.443306453715,38354.443306453715
496040821429519033,38354.443306453715,38354.443306453715
691790909542662526,38354.443306453715,38354.443306453715
167989796921384665,38354.443306453715,38354.443306453715
93089196975413608,38354.443306453715,38354.443306453715
841583848600058488,38354.443306453715,38354.443306453715
683018732784097428,38354.443306453715,38354.443306453715
455754365982934548,25371.60992579336,25394.309925793284
120105881650906625,37408.967009243046,37408.967009243046
48292044448858616,37408.967009243046,37408.967009243046
452335238290837252,37408.967009243046,37408.967009243046
188331381180550195,37408.967009243046,37408.967009243046
488078481196222,37408.967009243046,37408.967009243046
859042009782593006,37408.967009243046,37408.967009243046
192653679982012468,37408.967009243046,37408.967009243046
463298858479172018,37408.967009243046,37408.967009243046
548726828774271461,37408.967009243046,37408.967009243046
113509729326256627,37408.967009243046,37408.967009243046
607795056060378948,30998.979395771326,30998.979395771326
506927103681680908,30998.979395771326,30998.979395771326
261784855677714939,30998.979395771326,30998.979395771326
896193803616119930,30998.979395771326,30998.979395771326
254325254605352308,30998.979395771326,30998.979395771326
311717482599905182,30998.979395771326,30998.979395771326
761459055565973089,30998.979395771326,30998.979395771326
748059321849912639,30998.979395771326,30998.979395771326
299782297079619620,30998.979395771326,30998.979395771326
932837423248779298,30998.979395771326,30998.979395771326
363362910585866887,10062.891787029675,10063.091787029673
267717393767101381,10062.891787029675,10063.091787029673
456862554250643808,10062.891787029675,10063.091787029673
178193039418994393,10062.891787029675,10063.091787029673
111870539303412717,10062.891787029675,10063.091787029673
774772632074589112,10062.891787029675,10063.091787029673
873648427111366091,10062.891787029675,10063.091787029673
787263819005059264,10062.891787029675,10063.091787029673
358134111260180110,10062.891787029675,10063.091787029673
605044283340290758,10062.891787029675,10063.091787029673
410549546252357703,36699.76834057632,36715.96834057618
150355127260205659,36699.76834057632,36715.96834057618
558963493815259624,36699.76834057632,36715.96834057618
745425696966400091,36699.76834057632,36715.96834057618
450167929745295514,36699.76834057632,36715.96834057618
724890331072888593,36699.76834057632,36715.96834057618
800452527787361650,36699.76834057632,36715.96834057618
917227033678519936,36699.76834057632,36715.96834057618
823079135202790854,36699.76834057632,36715.96834057618
450437938184952052,36699.76834057632,36715.96834057618
56562008900598727,34282.73896917869,34455.738969177255
784650358007744347,40744.721359864874,40917.821359863294
262610297035252246,40744.721359864874,40917.821359863294
531834451000028324,40744.721359864874,40917.821359863294
546222718940553176,40744.721359864874,40917.821359863294
478100900184147088,40744.721359864874,40917.821359863294
181716095439693706,40744.721359864874,40917.821359863294
610690468962830264,40744.721359864874,40917.821359863294
820021246312663139,40744.721359864874,40917.821359863294
683063573173038080,40744.721359864874,40917.821359863294
383752196962171346,6875.149584472501,7059.549584472661
33318665004474157,6875.149584472501,7059.549584472661
337820672724581886,6875.149584472501,7059.549584472661
898122538506481042,6875.149584472501,7059.549584472661
126124038766799590,6875.149584472501,7059.549584472661
399504196818038601,6875.149584472501,7059.549584472661
797024850435591693,6875.149584472501,7059.549584472661
533401114663198471,6875.149584472501,7059.549584472661
463097444352799883,6875.149584472501,7059.549584472661
967182520563004770,6875.149584472501,7059.549584472661
498510728637026900,6528.536070228611,6644.636070228902
549193594091611203,6517.164067001371,6633.164067001664
316219396682293748,6517.164067001371,6633.164067001664
753114093935120673,6517.164067001371,6633.164067001664
662206360557421644,6517.164067001371,6633.164067001664
354118370307235640,6517.164067001371,6633.164067001664
566363609108299855,6517.164067001371,6633.164067001664
709167276911662164,6517.164067001371,6633.164067001664
731113222960991020,6517.164067001371,6633.164067001664
134269609014602781,6517.164067001371,6633.164067001664
530603311115993404,3511.6738264088253,3514.773826408833
679487212970620683,3511.6738264088253,3514.773826408833
538718633576233934,3511.6738264088253,3514.773826408833
768219175086024020,3511.6738264088253,3514.773826408833
213550674035227876,3511.6738264088253,3514.773826408833
83216947955376729,3511.6738264088253,3514.773826408833
395965155901693785,3511.6738264088253,3514.773826408833
745024731022583949,3511.6738264088253,3514.773826408833
482553037318091627,3511.6738264088253,3514.773826408833
963893304198728483,3511.6738264088253,3514.773826408833
883866640039257703,29965.79968495576,29966.299684955753
879802786898163013,29965.79968495576,29966.299684955753
738711882424266134,29965.79968495576,29966.299684955753
217360346203424107,29965.79968495576,29966.299684955753
563770470682776795,29965.79968495576,29966.299684955753
467548201388465289,29965.79968495576,29966.299684955753
534159609351604494,29965.79968495576,29966.299684955753
455173910495112479,29965.79968495576,29966.299684955753
785835790144640214,29965.79968495576,29966.299684955753
173760222753513675,29965.79968495576,29966.299684955753
422800631322167742,37292.82936421589,37292.82936421589
700583618533487835,37292.82936421589,37292.82936421589
595786421049873015,37292.82936421589,37292.82936421589
94215768668488953,37292.82936421589,37292.82936421589
476112921867968357,37292.82936421589,37292.82936421589
343649007579605701,37292.82936421589,37292.82936421589
536703337140486720,37292.82936421589,37292.82936421589
901112266834627127,37292.82936421589,37292.82936421589
781579579017802525,37292.82936421589,37292.82936421589
259643891779131046,37292.82936421589,37292.82936421589
361764517150616883,38052.77544652178,38052.77544652178
554305395945956703,38052.77544652178,38052.77544652178
225949256592982434,38052.77544652178,38052.77544652178
564098786559877473,38052.77544652178,38052.77544652178
100444117056693921,38052.77544652178,38052.77544652178
438503832328309283,38052.77544652178,38052.77544652178
525346081242605898,38052.77544652178,38052.77544652178
591087538433469728,38052.77544652178,38052.77544652178
988798641227553579,38052.77544652178,38052.77544652178
691650259901930855,38052.77544652178,38052.77544652178
563531393201913422,-646.1032980571855,-588.0032980572178
596058925855137852,40941.063420700186,40941.063420700186
847170318665512697,40941.063420700186,40941.063420700186
934444088987377058,40941.063420700186,40941.063420700186
291396391296527526,40941.063420700186,40941.063420700186
944730686643377951,40941.063420700186,40941.063420700186
429500469982614452,40941.063420700186,40941.063420700186
796809075556930098,40941.063420700186,40941.063420700186
634848640510813824,40941.063420700186,40941.063420700186
404826879584678621,40941.063420700186,40941.063420700186
792518313636832446,40941.063420700186,40941.063420700186
997310590323908651,36227.12867863484,36227.12867863484
581772256763632878,36227.12867863484,36227.12867863484
995633512163853143,36227.12867863484,36227.12867863484
644388619017264565,36227.12867863484,36227.12867863484
919847295448071909,36227.12867863484,36227.12867863484
508703818521739881,36227.12867863484,36227.12867863484
327835464023917396,36227.12867863484,36227.12867863484
818592623181176381,36227.12867863484,36227.12867863484
558337475695498208,36227.12867863484,36227.12867863484
908254910175906127,36227.12867863484,36227.12867863484
695862562496930961,40739.05630186849,40739.05630186849
954085083360902390,40739.05630186849,40739.05630186849
204215933029289413,40739.05630186849,40739.05630186849
228419449697613485,40739.05630186849,40739.05630186849
944657181772224815,40739.05630186849,40739.05630186849
93152171389358623,40739.05630186849,40739.05630186849
592899809853979455,40739.05630186849,40739.05630186849
615823556113967511,40739.05630186849,40739.05630186849
695611052770615342,40739.05630186849,40739.05630186849
195314808464939033,40739.05630186849,40739.05630186849
832843830324998179,38863.37082233052,38863.37082233052
419412825160779105,38863.37082233052,38863.37082233052
262115395930176120,38863.37082233052,38863.37082233052
95994348408617319,38863.37082233052,38863.37082233052
211877912520875578,38863.37082233052,38863.37082233052
570867276470410105,38863.37082233052,38863.37082233052
615025169882383708,38863.37082233052,38863.37082233052
515842069545284044,38863.37082233052,38863.37082233052
980675189792528444,38863.37082233052,38863.37082233052
139598834658707921,38863.37082233052,38863.37082233052
342868031597819311,38863.37082233052,38863.37082233052
502441185560445866,38863.37082233052,38863.37082233052
825630476867189618,38863.37082233052,38863.37082233052
785536228895928363,38863.37082233052,38863.37082233052
159947257467886948,38863.37082233052,38863.37082233052
772548138846734543,38863.37082233052,38863.37082233052
630334748504480759,38863.37082233052,38863.37082233052
259350040258015872,38863.37082233052,38863.37082233052
817884397073208206,38863.37082233052,38863.37082233052
468454379626408730,38863.37082233052,38863.37082233052
653746692427019257,38696.12404386525,38696.12404386525
799797511616890203,38696.12404386525,38696.12404386525
511095826099699817,38696.12404386525,38696.12404386525
239348318579908817,38696.12404386525,38696.12404386525
565381896013414218,38696.12404386525,38696.12404386525
925233229807255434,38696.12404386525,38696.12404386525
643193857244859498,38696.12404386525,38696.12404386525
405565457012823059,38696.12404386525,38696.12404386525
903424720109776464,38696.12404386525,38696.12404386525
829037998243481432,38696.12404386525,38696.12404386525
763703927790509839,38863.37082233052,38863.37082233052
289517354028942939,38863.37082233052,38863.37082233052
169662010387505146,38863.37082233052,38863.37082233052
965379931800006434,38863.37082233052,38863.37082233052
296780478229889275,38863.37082233052,38863.37082233052
280102396840201491,38863.37082233052,38863.37082233052
989776960441274641,38863.37082233052,38863.37082233052
2235432891768407,38863.37082233052,38863.37082233052
721767995544625467,38863.37082233052,38863.37082233052
431468537705835808,38863.37082233052,38863.37082233052
212433788463079268,37862.450782642394,37862.55078264239
74105050907818352,37862.450782642394,37862.55078264239
232446922205925800,37862.450782642394,37862.55078264239
799874656893467515,37862.450782642394,37862.55078264239
416181302062591277,37862.450782642394,37862.55078264239
314115508400702541,37862.450782642394,37862.55078264239
909958601273769453,37862.450782642394,37862.55078264239
791590154437140357,37862.450782642394,37862.55078264239
53017077394941482,37862.450782642394,37862.55078264239
664734805903855767,37862.450782642394,37862.55078264239
158984652743477729,38469.55027727895,38469.55027727895
637904509439831179,38469.55027727895,38469.55027727895
761915721904915903,38469.55027727895,38469.55027727895
983642778006440061,38469.55027727895,38469.55027727895
495809389774224111,38469.55027727895,38469.55027727895
501148172334265419,38469.55027727895,38469.55027727895
854559270380429712,38469.55027727895,38469.55027727895
688302211022723897,38469.55027727895,38469.55027727895
135116293500868346,38469.55027727895,38469.55027727895
260857986475684220,38469.55027727895,38469.55027727895
276453685248673708,6482.234991550798,6503.434991550821
837555451814157869,38696.12404386525,38696.12404386525
875151811744499407,38696.12404386525,38696.12404386525
534807671960871252,38696.12404386525,38696.12404386525
73907732853313490,38696.12404386525,38696.12404386525
638844428821675659,38696.12404386525,38696.12404386525
243216632796064732,38696.12404386525,38696.12404386525
660607740145464482,38696.12404386525,38696.12404386525
728720835443423220,38696.12404386525,38696.12404386525
477219990095173111,38696.12404386525,38696.12404386525
972577064806971836,38696.12404386525,38696.12404386525
341942490256335528,34670.43996154423,34670.43996154423
420132320154894848,34670.43996154423,34670.43996154423
901258789723118072,34670.43996154423,34670.43996154423
265425729709808332,34670.43996154423,34670.43996154423
852019701550389551,34670.43996154423,34670.43996154423
12865730816185650,34670.43996154423,34670.43996154423
821760404061985413,34670.43996154423,34670.43996154423
336585371471065002,34670.43996154423,34670.43996154423
887092545308621142,34670.43996154423,34670.43996154423
89866483984476522,34670.43996154423,34670.43996154423
318606011978039501,37923.76690355302,37923.76690355302
220374451360910831,37923.76690355302,37923.76690355302
579025763962317786,37923.76690355302,37923.76690355302
324336217229725490,37923.76690355302,37923.76690355302
964647928745526249,37923.76690355302,37923.76690355302
494237071883232928,37923.76690355302,37923.76690355302
450036261392637090,37923.76690355302,37923.76690355302
506728350043453862,37923.76690355302,37923.76690355302
23537447257110192,37923.76690355302,37923.76690355302
665749072809744026,37923.76690355302,37923.76690355302
324598417842804279,-374.8567770385672,-373.8567770385671
25675725420585128,-364.3847662811223,-363.3847662811222
767974474015794062,-364.3847662811223,-363.3847662811222
876554433367298769,-364.3847662811223,-363.3847662811222
65896168088947912,-364.3847662811223,-363.3847662811222
943396600338733432,-364.3847662811223,-363.3847662811222
488782148998878961,-364.3847662811223,-363.3847662811222
1079043491171849,-364.3847662811223,-363.3847662811222
453968466994363349,-364.3847662811223,-363.3847662811222
842891745447567269,-364.3847662811223,-363.3847662811222
662456823863653221,3934.3073009072996,3934.3073009072996
190316997477395881,3934.3073009072996,3934.3073009072996
191217436735671391,3934.3073009072996,3934.3073009072996
437007821189719028,3934.3073009072996,3934.3073009072996
962763771555688623,3934.3073009072996,3934.3073009072996
63597851386095564,3934.3073009072996,3934.3073009072996
68108709022261023,3934.3073009072996,3934.3073009072996
635670343813563983,3934.3073009072996,3934.3073009072996
507294708570654769,3934.3073009072996,3934.3073009072996
966293526609543208,3934.3073009072996,3934.3073009072996
318176362732246673,0.0,0.0
673253560456159563,0.0,0.0
117531724266443260,0.0,0.0
164682003424261063,0.0,0.0
828616038064356941,0.0,0.0
704708646125583013,0.0,0.0
985626890657078339,0.0,0.0
80023046663834740,0.0,0.0
655864030929785854,0.0,0.0
368949822995234086,0.0,0.0
737322220610964061,-205.01886408996143,-205.01886408996143
275154802900331646,-205.01886408996143,-205.01886408996143
325626451467873514,-205.01886408996143,-205.01886408996143
811781309858892068,-205.01886408996143,-205.01886408996143
82165046433693408,-205.01886408996143,-205.01886408996143
596154736625222161,-205.01886408996143,-205.01886408996143
15657363307840478,-205.01886408996143,-205.01886408996143
37893295234859618,-205.01886408996143,-205.01886408996143
275042986993047804,-205.01886408996143,-205.01886408996143
184027800021905382,-205.01886408996143,-205.01886408996143
686742541683828115,-76.3156405487025,-76.3156405487025
555084596292352557,-76.3156405487025,-76.3156405487025
902360532078103319,-76.3156405487025,-76.3156405487025
873066573459011591,-76.3156405487025,-76.3156405487025
125357723179752098,-76.3156405487025,-76.3156405487025
751695378860081223,-76.3156405487025,-76.3156405487025
687605042902704369,-76.3156405487025,-76.3156405487025
522400165919432820,-76.3156405487025,-76.3156405487025
991762013481670534,-76.3156405487025,-76.3156405487025
944125506861900288,-76.3156405487025,-76.3156405487025
832297050866633679,-1885.7695302083566,-1885.7695302083566
901627799217778452,-1885.7695302083566,-1885.7695302083566
452825069259942604,-1885.7695302083566,-1885.7695302083566
873197386468297338,-1885.7695302083566,-1885.7695302083566
761939771415097868,-1885.7695302083566,-1885.7695302083566
762184608378417252,-1885.7695302083566,-1885.7695302083566
61903747626530655,-1885.7695302083566,-1885.7695302083566
118316267166556702,-1885.7695302083566,-1885.7695302083566
408184783889933940,-1885.7695302083566,-1885.7695302083566
824684217674115200,-1885.7695302083566,-1885.7695302083566
382001209530723665,-565.5021679038829,-552.6021679038804
543984779606216413,-565.5021679038829,-552.6021679038804
787236550100125371,-565.5021679038829,-552.6021679038804
20974151971425155,-565.5021679038829,-552.6021679038804
888465103854971014,-565.5021679038829,-552.6021679038804
677778077721714433,-565.5021679038829,-552.6021679038804
724407561766269342,-565.5021679038829,-552.6021679038804
397609889112638724,-565.5021679038829,-552.6021679038804
684241410102287996,-565.5021679038829,-552.6021679038804
991577921923010808,-565.5021679038829,-552.6021679038804
955831965195467943,29535.975692222783,29551.27569222266
450938760201365534,29544.882577575867,29560.182577575746
538365982828697150,29544.882577575867,29560.182577575746
893566207724465131,29544.882577575867,29560.182577575746
698873388740176023,29544.882577575867,29560.182577575746
324035880743764676,29544.882577575867,29560.182577575746
326673977289426476,29544.882577575867,29560.182577575746
976387955057317078,29544.882577575867,29560.182577575746
13680941918327163,29544.882577575867,29560.182577575746
326028687712793249,29544.882577575867,29560.182577575746
935591789651394303,1639.0217094578402,1676.6217094578915
77936444927270739,-36.49105568693141,-22.591055686931213
941444917398277183,-24.90254836271614,-11.00254836271597
242142420971005954,-24.90254836271614,-11.00254836271597
82417880881566053,-24.90254836271614,-11.00254836271597
212607183698783676,-24.90254836271614,-11.00254836271597
412107963521039549,-24.90254836271614,-11.00254836271597
402401093536183927,-24.90254836271614,-11.00254836271597
846740859590082531,-24.90254836271614,-11.00254836271597
606237598716742791,-24.90254836271614,-11.00254836271597
902384225390760421,-24.90254836271614,-11.00254836271597
762927054886653570,-22.900000000000055,0.0
750917342075518612,-22.900000000000055,0.0
472468446962122256,-22.900000000000055,0.0
410150859645382383,-22.900000000000055,0.0
382512675067513963,-22.900000000000055,0.0
744358642895891677,-22.900000000000055,0.0
626306542673319236,-22.900000000000055,0.0
244710893437536817,-22.900000000000055,0.0
526527199523877864,-22.900000000000055,0.0
527001338272804547,-22.900000000000055,0.0
999302601772409200,-37.20000000000026,0.0
610879839741639189,-37.20000000000026,0.0
151181657278602002,-37.20000000000026,0.0
771283653583084797,-37.20000000000026,0.0
474562706535304893,-37.20000000000026,0.0
807081111813214564,-37.20000000000026,0.0
650915265099798482,-37.20000000000026,0.0
114889017661278384,-37.20000000000026,0.0
368737297021585202,-37.20000000000026,0.0
529847426826083871,-37.20000000000026,0.0
19542878572508932,41790.53220990041,41839.23220989997
236985757693752118,41791.24819999364,41839.94819999321
982411127097496983,41791.24819999364,41839.94819999321
690152600006343175,41791.24819999364,41839.94819999321
467891008377679326,41791.24819999364,41839.94819999321
189990422156921532,41791.24819999364,41839.94819999321
928604823630278664,41791.24819999364,41839.94819999321
459171337188680432,41791.24819999364,41839.94819999321
776629862600317063,41791.24819999364,41839.94819999321
622037530409949821,41791.24819999364,41839.94819999321
315130911482903676,37907.866903553164,37923.76690355302
335068793016044983,37907.866903553164,37923.76690355302
639316283962720623,37907.866903553164,37923.76690355302
599803696342407376,37907.866903553164,37923.76690355302
940657776032153359,37907.866903553164,37923.76690355302
337044810091019560,37907.866903553164,37923.76690355302
62961784140623155,37907.866903553164,37923.76690355302
416720148314105072,37907.866903553164,37923.76690355302
478485884801736096,37907.866903553164,37923.76690355302
453870759165731195,37907.866903553164,37923.76690355302
604159943799287904,41254.717893219364,41291.017893219054
757794343575962135,41254.717893219364,41291.017893219054
498355527300099247,41254.717893219364,41291.017893219054
15681932909766730,41254.717893219364,41291.017893219054
839511386821663954,41254.717893219364,41291.017893219054
560705862229859370,41254.717893219364,41291.017893219054
282581533311475130,41254.717893219364,41291.017893219054
325461231054541202,41254.717893219364,41291.017893219054
606204849516359284,41254.717893219364,41291.017893219054
51965651691707498,41254.717893219364,41291.017893219054
730431785455698728,38739.48303411502,38755.583034114876
11956610214403311,38739.48303411502,38755.583034114876
85296188680414814,38739.48303411502,38755.583034114876
216281317025276709,38739.48303411502,38755.583034114876
129960205033427932,38739.48303411502,38755.583034114876
37148637366551750,38739.48303411502,38755.583034114876
558958912585863624,38739.48303411502,38755.583034114876
197423594313100115,38739.48303411502,38755.583034114876
111014926134735837,38739.48303411502,38755.583034114876
248391825757310839,38739.48303411502,38755.583034114876
158560051194257710,37908.26690355316,37923.76690355302
332727599753065769,37908.26690355316,37923.76690355302
246999062246830655,37908.26690355316,37923.76690355302
813420909292276655,37908.26690355316,37923.76690355302
667556198575435292,37908.26690355316,37923.76690355302
602229184669564170,37908.26690355316,37923.76690355302
910508873998329589,37908.26690355316,37923.76690355302
122071927401283375,37908.26690355316,37923.76690355302
845852122093985998,37908.26690355316,37923.76690355302
687061929622379721,37908.26690355316,37923.76690355302
104936725467130385,38628.99658872638,38663.09658872608
20247648168392075,38628.99658872638,38663.09658872608
760498342684280906,38628.99658872638,38663.09658872608
389300573827920611,38628.99658872638,38663.09658872608
803401888540000323,38628.99658872638,38663.09658872608
784995675556886876,38628.99658872638,38663.09658872608
224901062230876393,38628.99658872638,38663.09658872608
447372113620540145,38628.99658872638,38663.09658872608
370583843497570625,38628.99658872638,38663.09658872608
914168008383072308,38628.99658872638,38663.09658872608
297746282651810641,-1681.761418704641,-1628.761418704673
137885084224821047,37881.96690355339,37923.76690355302
832941750409935566,37881.96690355339,37923.76690355302
769557391987295250,37881.96690355339,37923.76690355302
938292532826778315,37881.96690355339,37923.76690355302
545956202883216171,37881.96690355339,37923.76690355302
536802157764482819,37881.96690355339,37923.76690355302
99305058396696728,37881.96690355339,37923.76690355302
14463001953687906,37881.96690355339,37923.76690355302
328690427198370804,37881.96690355339,37923.76690355302
906324640930910606,37881.96690355339,37923.76690355302
596854574418278813,37886.86690355334,37923.76690355302
766422943749760973,37886.86690355334,37923.76690355302
204572261769898231,37886.86690355334,37923.76690355302
362050047305246744,37886.86690355334,37923.76690355302
533954706898982708,37886.86690355334,37923.76690355302
347159468258600386,37886.86690355334,37923.76690355302
801058222658325699,37886.86690355334,37923.76690355302
407053085054925234,37886.86690355334,37923.76690355302
663858484477844227,37886.86690355334,37923.76690355302
839088243091129652,37886.86690355334,37923.76690355302
632492562046149927,-184.7999999999938,0.0
